task_id,mrsg_phase,worker_id,time,action,shuffle_end
0_257_0,MRSG_MAP,1,36.260,START,
0_258_0,MRSG_MAP,2,36.309,START,
0_259_0,MRSG_MAP,3,36.358,START,
0_260_0,MRSG_MAP,4,36.407,START,
0_261_0,MRSG_MAP,5,36.455,START,
0_262_0,MRSG_MAP,6,36.504,START,
0_263_0,MRSG_MAP,7,36.553,START,
0_264_0,MRSG_MAP,8,36.602,START,
0_265_0,MRSG_MAP,9,36.650,START,
0_266_0,MRSG_MAP,10,36.699,START,
0_224_0,MRSG_MAP,0,36.732,END,0.000
0_267_0,MRSG_MAP,11,36.748,START,
0_225_0,MRSG_MAP,1,36.781,END,0.000
0_268_0,MRSG_MAP,12,36.797,START,
0_226_0,MRSG_MAP,2,36.829,END,0.000
0_269_0,MRSG_MAP,13,36.846,START,
0_227_0,MRSG_MAP,3,36.878,END,0.000
0_270_0,MRSG_MAP,14,36.894,START,
0_228_0,MRSG_MAP,4,36.927,END,0.000
0_271_0,MRSG_MAP,15,36.943,START,
0_229_0,MRSG_MAP,5,36.976,END,0.000
0_230_0,MRSG_MAP,6,36.994,END,0.000
0_272_0,MRSG_MAP,16,37.010,START,
0_231_0,MRSG_MAP,7,37.042,END,0.000
0_273_0,MRSG_MAP,17,37.073,START,
0_232_0,MRSG_MAP,8,37.106,END,0.000
0_274_0,MRSG_MAP,18,37.138,START,
0_233_0,MRSG_MAP,9,37.171,END,0.000
0_234_0,MRSG_MAP,10,37.189,END,0.000
0_275_0,MRSG_MAP,19,37.205,START,
0_235_0,MRSG_MAP,11,37.238,END,0.000
0_276_0,MRSG_MAP,20,37.268,START,
0_236_0,MRSG_MAP,12,37.301,END,0.000
0_277_0,MRSG_MAP,21,37.334,START,
0_237_0,MRSG_MAP,13,37.366,END,0.000
0_238_0,MRSG_MAP,14,37.384,END,0.000
0_278_0,MRSG_MAP,22,37.400,START,
0_239_0,MRSG_MAP,15,37.433,END,0.000
0_279_0,MRSG_MAP,23,37.464,START,
0_240_0,MRSG_MAP,16,37.500,END,0.000
0_280_0,MRSG_MAP,24,37.529,START,
0_241_0,MRSG_MAP,17,37.563,END,0.000
0_281_0,MRSG_MAP,25,37.594,START,
0_242_0,MRSG_MAP,18,37.628,END,0.000
0_282_0,MRSG_MAP,26,37.659,START,
0_243_0,MRSG_MAP,19,37.695,END,0.000
0_283_0,MRSG_MAP,27,37.724,START,
0_244_0,MRSG_MAP,20,37.758,END,0.000
0_284_0,MRSG_MAP,28,37.789,START,
0_245_0,MRSG_MAP,21,37.823,END,0.000
0_285_0,MRSG_MAP,29,37.854,START,
0_246_0,MRSG_MAP,22,37.890,END,0.000
0_286_0,MRSG_MAP,30,37.919,START,
0_247_0,MRSG_MAP,23,37.953,END,0.000
0_287_0,MRSG_MAP,31,37.984,START,
0_248_0,MRSG_MAP,24,38.018,END,0.000
0_249_0,MRSG_MAP,25,38.083,END,0.000
0_250_0,MRSG_MAP,26,38.148,END,0.000
0_251_0,MRSG_MAP,27,38.213,END,0.000
0_252_0,MRSG_MAP,28,38.278,END,0.000
0_253_0,MRSG_MAP,29,38.343,END,0.000
0_254_0,MRSG_MAP,30,38.409,END,0.000
0_255_0,MRSG_MAP,31,38.474,END,0.000
0_288_0,MRSG_MAP,0,39.228,START,
0_289_0,MRSG_MAP,1,39.276,START,
0_290_0,MRSG_MAP,2,39.325,START,
0_291_0,MRSG_MAP,3,39.374,START,
0_292_0,MRSG_MAP,4,39.423,START,
0_293_0,MRSG_MAP,5,39.472,START,
0_294_0,MRSG_MAP,6,39.520,START,
0_295_0,MRSG_MAP,7,39.569,START,
0_296_0,MRSG_MAP,8,39.618,START,
0_297_0,MRSG_MAP,9,39.667,START,
0_298_0,MRSG_MAP,10,39.716,START,
0_299_0,MRSG_MAP,11,39.764,START,
0_300_0,MRSG_MAP,12,39.813,START,
0_301_0,MRSG_MAP,13,39.862,START,
0_302_0,MRSG_MAP,14,39.911,START,
0_303_0,MRSG_MAP,15,39.959,START,
0_304_0,MRSG_MAP,16,40.026,START,
0_305_0,MRSG_MAP,17,40.090,START,
0_306_0,MRSG_MAP,18,40.155,START,
0_307_0,MRSG_MAP,19,40.221,START,
0_308_0,MRSG_MAP,20,40.285,START,
0_309_0,MRSG_MAP,21,40.350,START,
0_310_0,MRSG_MAP,22,40.417,START,
0_311_0,MRSG_MAP,23,40.480,START,
0_312_0,MRSG_MAP,24,40.545,START,
0_313_0,MRSG_MAP,25,40.610,START,
0_314_0,MRSG_MAP,26,40.675,START,
0_315_0,MRSG_MAP,27,40.740,START,
0_316_0,MRSG_MAP,28,40.805,START,
0_317_0,MRSG_MAP,29,40.870,START,
0_318_0,MRSG_MAP,30,40.935,START,
0_319_0,MRSG_MAP,31,41.000,START,
0_256_0,MRSG_MAP,0,42.748,END,0.000
0_257_0,MRSG_MAP,1,42.797,END,0.000
0_258_0,MRSG_MAP,2,42.846,END,0.000
0_259_0,MRSG_MAP,3,42.894,END,0.000
0_260_0,MRSG_MAP,4,42.943,END,0.000
0_261_0,MRSG_MAP,5,42.992,END,0.000
0_262_0,MRSG_MAP,6,43.026,END,0.000
0_263_0,MRSG_MAP,7,43.075,END,0.000
0_264_0,MRSG_MAP,8,43.124,END,0.000
0_265_0,MRSG_MAP,9,43.187,END,0.000
0_266_0,MRSG_MAP,10,43.221,END,0.000
0_267_0,MRSG_MAP,11,43.270,END,0.000
0_268_0,MRSG_MAP,12,43.319,END,0.000
0_269_0,MRSG_MAP,13,43.382,END,0.000
0_270_0,MRSG_MAP,14,43.417,END,0.000
0_271_0,MRSG_MAP,15,43.465,END,0.000
0_272_0,MRSG_MAP,16,43.532,END,0.000
0_273_0,MRSG_MAP,17,43.595,END,0.000
0_274_0,MRSG_MAP,18,43.660,END,0.000
0_275_0,MRSG_MAP,19,43.727,END,0.000
0_276_0,MRSG_MAP,20,43.791,END,0.000
0_277_0,MRSG_MAP,21,43.856,END,0.000
0_278_0,MRSG_MAP,22,43.922,END,0.000
0_279_0,MRSG_MAP,23,43.986,END,0.000
0_280_0,MRSG_MAP,24,44.051,END,0.000
0_281_0,MRSG_MAP,25,44.116,END,0.000
0_282_0,MRSG_MAP,26,44.181,END,0.000
0_283_0,MRSG_MAP,27,44.246,END,0.000
0_284_0,MRSG_MAP,28,44.311,END,0.000
0_285_0,MRSG_MAP,29,44.376,END,0.000
0_286_0,MRSG_MAP,30,44.441,END,0.000
0_287_0,MRSG_MAP,31,44.506,END,0.000
0_320_0,MRSG_MAP,0,45.260,START,
0_321_0,MRSG_MAP,1,45.309,START,
0_322_0,MRSG_MAP,2,45.358,START,
0_323_0,MRSG_MAP,3,45.407,START,
0_324_0,MRSG_MAP,4,45.455,START,
0_325_0,MRSG_MAP,5,45.504,START,
0_326_0,MRSG_MAP,6,45.553,START,
0_327_0,MRSG_MAP,7,45.602,START,
0_328_0,MRSG_MAP,8,45.650,START,
0_329_0,MRSG_MAP,9,45.699,START,
0_330_0,MRSG_MAP,10,45.748,START,
0_288_0,MRSG_MAP,0,45.781,END,0.000
0_331_0,MRSG_MAP,11,45.797,START,
0_289_0,MRSG_MAP,1,45.829,END,0.000
0_332_0,MRSG_MAP,12,45.846,START,
0_290_0,MRSG_MAP,2,45.878,END,0.000
0_333_0,MRSG_MAP,13,45.894,START,
0_291_0,MRSG_MAP,3,45.927,END,0.000
0_334_0,MRSG_MAP,14,45.943,START,
0_292_0,MRSG_MAP,4,45.976,END,0.000
0_335_0,MRSG_MAP,15,45.992,START,
0_293_0,MRSG_MAP,5,46.025,END,0.000
0_294_0,MRSG_MAP,6,46.042,END,0.000
0_336_0,MRSG_MAP,16,46.059,START,
0_295_0,MRSG_MAP,7,46.091,END,0.000
0_337_0,MRSG_MAP,17,46.122,START,
0_296_0,MRSG_MAP,8,46.155,END,0.000
0_338_0,MRSG_MAP,18,46.187,START,
0_297_0,MRSG_MAP,9,46.220,END,0.000
0_298_0,MRSG_MAP,10,46.238,END,0.000
0_339_0,MRSG_MAP,19,46.254,START,
0_299_0,MRSG_MAP,11,46.286,END,0.000
0_340_0,MRSG_MAP,20,46.317,START,
0_300_0,MRSG_MAP,12,46.350,END,0.000
0_341_0,MRSG_MAP,21,46.382,START,
0_301_0,MRSG_MAP,13,46.415,END,0.000
0_302_0,MRSG_MAP,14,46.433,END,0.000
0_342_0,MRSG_MAP,22,46.449,START,
0_303_0,MRSG_MAP,15,46.482,END,0.000
0_343_0,MRSG_MAP,23,46.512,START,
0_304_0,MRSG_MAP,16,46.548,END,0.000
0_344_0,MRSG_MAP,24,46.577,START,
0_305_0,MRSG_MAP,17,46.612,END,0.000
0_345_0,MRSG_MAP,25,46.643,START,
0_306_0,MRSG_MAP,18,46.677,END,0.000
0_346_0,MRSG_MAP,26,46.708,START,
0_307_0,MRSG_MAP,19,46.743,END,0.000
0_347_0,MRSG_MAP,27,46.773,START,
0_308_0,MRSG_MAP,20,46.807,END,0.000
0_348_0,MRSG_MAP,28,46.838,START,
0_309_0,MRSG_MAP,21,46.872,END,0.000
0_349_0,MRSG_MAP,29,46.903,START,
0_310_0,MRSG_MAP,22,46.939,END,0.000
0_350_0,MRSG_MAP,30,46.968,START,
0_311_0,MRSG_MAP,23,47.002,END,0.000
0_351_0,MRSG_MAP,31,47.033,START,
0_312_0,MRSG_MAP,24,47.067,END,0.000
0_313_0,MRSG_MAP,25,47.132,END,0.000
0_314_0,MRSG_MAP,26,47.197,END,0.000
0_315_0,MRSG_MAP,27,47.262,END,0.000
0_316_0,MRSG_MAP,28,47.327,END,0.000
0_317_0,MRSG_MAP,29,47.392,END,0.000
0_318_0,MRSG_MAP,30,47.457,END,0.000
0_319_0,MRSG_MAP,31,47.522,END,0.000
0_352_0,MRSG_MAP,0,48.276,START,
0_353_0,MRSG_MAP,1,48.325,START,
0_354_0,MRSG_MAP,2,48.374,START,
0_355_0,MRSG_MAP,3,48.423,START,
0_356_0,MRSG_MAP,4,48.472,START,
0_357_0,MRSG_MAP,5,48.520,START,
0_358_0,MRSG_MAP,6,48.569,START,
0_359_0,MRSG_MAP,7,48.618,START,
0_360_0,MRSG_MAP,8,48.667,START,
0_361_0,MRSG_MAP,9,48.716,START,
0_362_0,MRSG_MAP,10,48.764,START,
0_363_0,MRSG_MAP,11,48.813,START,
0_364_0,MRSG_MAP,12,48.862,START,
0_365_0,MRSG_MAP,13,48.911,START,
0_366_0,MRSG_MAP,14,48.959,START,
0_367_0,MRSG_MAP,15,49.008,START,
0_368_0,MRSG_MAP,16,49.075,START,
0_369_0,MRSG_MAP,17,49.138,START,
0_370_0,MRSG_MAP,18,49.203,START,
0_371_0,MRSG_MAP,19,49.270,START,
0_372_0,MRSG_MAP,20,49.334,START,
0_373_0,MRSG_MAP,21,49.399,START,
0_374_0,MRSG_MAP,22,49.465,START,
0_375_0,MRSG_MAP,23,49.529,START,
0_376_0,MRSG_MAP,24,49.594,START,
0_377_0,MRSG_MAP,25,49.659,START,
0_378_0,MRSG_MAP,26,49.724,START,
0_379_0,MRSG_MAP,27,49.789,START,
0_380_0,MRSG_MAP,28,49.854,START,
0_381_0,MRSG_MAP,29,49.919,START,
0_382_0,MRSG_MAP,30,49.984,START,
0_383_0,MRSG_MAP,31,50.049,START,
0_320_0,MRSG_MAP,0,51.797,END,0.000
0_321_0,MRSG_MAP,1,51.846,END,0.000
0_322_0,MRSG_MAP,2,51.894,END,0.000
0_323_0,MRSG_MAP,3,51.943,END,0.000
0_324_0,MRSG_MAP,4,51.992,END,0.000
0_325_0,MRSG_MAP,5,52.041,END,0.000
0_326_0,MRSG_MAP,6,52.075,END,0.000
0_327_0,MRSG_MAP,7,52.124,END,0.000
0_328_0,MRSG_MAP,8,52.173,END,0.000
0_329_0,MRSG_MAP,9,52.236,END,0.000
0_330_0,MRSG_MAP,10,52.270,END,0.000
0_331_0,MRSG_MAP,11,52.319,END,0.000
0_332_0,MRSG_MAP,12,52.368,END,0.000
0_333_0,MRSG_MAP,13,52.431,END,0.000
0_334_0,MRSG_MAP,14,52.465,END,0.000
0_335_0,MRSG_MAP,15,52.514,END,0.000
0_336_0,MRSG_MAP,16,52.581,END,0.000
0_337_0,MRSG_MAP,17,52.644,END,0.000
0_338_0,MRSG_MAP,18,52.709,END,0.000
0_339_0,MRSG_MAP,19,52.776,END,0.000
0_340_0,MRSG_MAP,20,52.839,END,0.000
0_341_0,MRSG_MAP,21,52.904,END,0.000
0_342_0,MRSG_MAP,22,52.971,END,0.000
0_343_0,MRSG_MAP,23,53.034,END,0.000
0_344_0,MRSG_MAP,24,53.100,END,0.000
0_345_0,MRSG_MAP,25,53.165,END,0.000
0_346_0,MRSG_MAP,26,53.230,END,0.000
0_347_0,MRSG_MAP,27,53.295,END,0.000
0_348_0,MRSG_MAP,28,53.360,END,0.000
0_349_0,MRSG_MAP,29,53.425,END,0.000
0_350_0,MRSG_MAP,30,53.490,END,0.000
0_351_0,MRSG_MAP,31,53.555,END,0.000
0_384_0,MRSG_MAP,0,54.309,START,
0_385_0,MRSG_MAP,1,54.358,START,
0_386_0,MRSG_MAP,2,54.407,START,
0_387_0,MRSG_MAP,3,54.455,START,
0_388_0,MRSG_MAP,4,54.504,START,
0_389_0,MRSG_MAP,5,54.553,START,
0_390_0,MRSG_MAP,6,54.602,START,
0_391_0,MRSG_MAP,7,54.650,START,
0_392_0,MRSG_MAP,8,54.699,START,
0_393_0,MRSG_MAP,9,54.748,START,
0_394_0,MRSG_MAP,10,54.797,START,
0_352_0,MRSG_MAP,0,54.829,END,0.000
0_395_0,MRSG_MAP,11,54.846,START,
0_353_0,MRSG_MAP,1,54.878,END,0.000
0_396_0,MRSG_MAP,12,54.894,START,
0_354_0,MRSG_MAP,2,54.927,END,0.000
0_397_0,MRSG_MAP,13,54.943,START,
0_355_0,MRSG_MAP,3,54.976,END,0.000
0_398_0,MRSG_MAP,14,54.992,START,
0_356_0,MRSG_MAP,4,55.025,END,0.000
0_399_0,MRSG_MAP,15,55.041,START,
0_357_0,MRSG_MAP,5,55.073,END,0.000
0_358_0,MRSG_MAP,6,55.091,END,0.000
0_400_0,MRSG_MAP,16,55.108,START,
0_359_0,MRSG_MAP,7,55.140,END,0.000
0_401_0,MRSG_MAP,17,55.171,START,
0_360_0,MRSG_MAP,8,55.203,END,0.000
0_402_0,MRSG_MAP,18,55.236,START,
0_361_0,MRSG_MAP,9,55.268,END,0.000
0_362_0,MRSG_MAP,10,55.286,END,0.000
0_403_0,MRSG_MAP,19,55.303,START,
0_363_0,MRSG_MAP,11,55.335,END,0.000
0_404_0,MRSG_MAP,20,55.366,START,
0_364_0,MRSG_MAP,12,55.399,END,0.000
0_405_0,MRSG_MAP,21,55.431,START,
0_365_0,MRSG_MAP,13,55.464,END,0.000
0_366_0,MRSG_MAP,14,55.482,END,0.000
0_406_0,MRSG_MAP,22,55.498,START,
0_367_0,MRSG_MAP,15,55.530,END,0.000
0_407_0,MRSG_MAP,23,55.561,START,
0_368_0,MRSG_MAP,16,55.597,END,0.000
0_408_0,MRSG_MAP,24,55.626,START,
0_369_0,MRSG_MAP,17,55.660,END,0.000
0_409_0,MRSG_MAP,25,55.691,START,
0_370_0,MRSG_MAP,18,55.726,END,0.000
0_410_0,MRSG_MAP,26,55.756,START,
0_371_0,MRSG_MAP,19,55.792,END,0.000
0_411_0,MRSG_MAP,27,55.821,START,
0_372_0,MRSG_MAP,20,55.856,END,0.000
0_412_0,MRSG_MAP,28,55.886,START,
0_373_0,MRSG_MAP,21,55.921,END,0.000
0_413_0,MRSG_MAP,29,55.951,START,
0_374_0,MRSG_MAP,22,55.987,END,0.000
0_414_0,MRSG_MAP,30,56.017,START,
0_375_0,MRSG_MAP,23,56.051,END,0.000
0_415_0,MRSG_MAP,31,56.082,START,
0_376_0,MRSG_MAP,24,56.116,END,0.000
0_377_0,MRSG_MAP,25,56.181,END,0.000
0_378_0,MRSG_MAP,26,56.246,END,0.000
0_379_0,MRSG_MAP,27,56.311,END,0.000
0_380_0,MRSG_MAP,28,56.376,END,0.000
0_381_0,MRSG_MAP,29,56.441,END,0.000
0_382_0,MRSG_MAP,30,56.506,END,0.000
0_383_0,MRSG_MAP,31,56.571,END,0.000
0_416_0,MRSG_MAP,0,57.325,START,
0_417_0,MRSG_MAP,1,57.374,START,
0_418_0,MRSG_MAP,2,57.423,START,
0_419_0,MRSG_MAP,3,57.472,START,
0_420_0,MRSG_MAP,4,57.520,START,
0_421_0,MRSG_MAP,5,57.569,START,
0_422_0,MRSG_MAP,6,57.618,START,
0_423_0,MRSG_MAP,7,57.667,START,
0_424_0,MRSG_MAP,8,57.716,START,
0_425_0,MRSG_MAP,9,57.764,START,
0_426_0,MRSG_MAP,10,57.813,START,
0_427_0,MRSG_MAP,11,57.862,START,
0_428_0,MRSG_MAP,12,57.911,START,
0_429_0,MRSG_MAP,13,57.959,START,
0_430_0,MRSG_MAP,14,58.008,START,
0_431_0,MRSG_MAP,15,58.057,START,
0_432_0,MRSG_MAP,16,58.124,START,
0_433_0,MRSG_MAP,17,58.187,START,
0_434_0,MRSG_MAP,18,58.252,START,
0_435_0,MRSG_MAP,19,58.319,START,
0_436_0,MRSG_MAP,20,58.382,START,
0_437_0,MRSG_MAP,21,58.447,START,
0_438_0,MRSG_MAP,22,58.514,START,
0_439_0,MRSG_MAP,23,58.577,START,
0_440_0,MRSG_MAP,24,58.643,START,
0_441_0,MRSG_MAP,25,58.708,START,
0_442_0,MRSG_MAP,26,58.773,START,
0_443_0,MRSG_MAP,27,58.838,START,
0_444_0,MRSG_MAP,28,58.903,START,
0_445_0,MRSG_MAP,29,58.968,START,
0_446_0,MRSG_MAP,30,59.033,START,
0_447_0,MRSG_MAP,31,59.098,START,
0_384_0,MRSG_MAP,0,60.846,END,0.000
0_385_0,MRSG_MAP,1,60.894,END,0.000
0_386_0,MRSG_MAP,2,60.943,END,0.000
0_387_0,MRSG_MAP,3,60.992,END,0.000
0_388_0,MRSG_MAP,4,61.041,END,0.000
0_389_0,MRSG_MAP,5,61.090,END,0.000
0_390_0,MRSG_MAP,6,61.124,END,0.000
0_391_0,MRSG_MAP,7,61.173,END,0.000
0_392_0,MRSG_MAP,8,61.221,END,0.000
0_393_0,MRSG_MAP,9,61.285,END,0.000
0_394_0,MRSG_MAP,10,61.319,END,0.000
0_395_0,MRSG_MAP,11,61.368,END,0.000
0_396_0,MRSG_MAP,12,61.417,END,0.000
0_397_0,MRSG_MAP,13,61.480,END,0.000
0_398_0,MRSG_MAP,14,61.514,END,0.000
0_399_0,MRSG_MAP,15,61.563,END,0.000
0_400_0,MRSG_MAP,16,61.630,END,0.000
0_401_0,MRSG_MAP,17,61.693,END,0.000
0_402_0,MRSG_MAP,18,61.758,END,0.000
0_403_0,MRSG_MAP,19,61.825,END,0.000
0_404_0,MRSG_MAP,20,61.888,END,0.000
0_405_0,MRSG_MAP,21,61.953,END,0.000
0_406_0,MRSG_MAP,22,62.020,END,0.000
0_407_0,MRSG_MAP,23,62.083,END,0.000
0_408_0,MRSG_MAP,24,62.148,END,0.000
0_409_0,MRSG_MAP,25,62.213,END,0.000
0_410_0,MRSG_MAP,26,62.278,END,0.000
0_411_0,MRSG_MAP,27,62.343,END,0.000
0_412_0,MRSG_MAP,28,62.409,END,0.000
0_413_0,MRSG_MAP,29,62.474,END,0.000
0_414_0,MRSG_MAP,30,62.539,END,0.000
0_415_0,MRSG_MAP,31,62.604,END,0.000
0_448_0,MRSG_MAP,0,63.358,START,
0_449_0,MRSG_MAP,1,63.407,START,
0_450_0,MRSG_MAP,2,63.455,START,
0_451_0,MRSG_MAP,3,63.504,START,
0_452_0,MRSG_MAP,4,63.553,START,
0_453_0,MRSG_MAP,5,63.602,START,
0_454_0,MRSG_MAP,6,63.650,START,
0_455_0,MRSG_MAP,7,63.699,START,
0_456_0,MRSG_MAP,8,63.748,START,
0_457_0,MRSG_MAP,9,63.797,START,
0_458_0,MRSG_MAP,10,63.846,START,
0_416_0,MRSG_MAP,0,63.878,END,0.000
0_459_0,MRSG_MAP,11,63.894,START,
0_417_0,MRSG_MAP,1,63.927,END,0.000
0_460_0,MRSG_MAP,12,63.943,START,
0_418_0,MRSG_MAP,2,63.976,END,0.000
0_461_0,MRSG_MAP,13,63.992,START,
0_419_0,MRSG_MAP,3,64.025,END,0.000
0_462_0,MRSG_MAP,14,64.041,START,
0_420_0,MRSG_MAP,4,64.073,END,0.000
0_463_0,MRSG_MAP,15,64.090,START,
0_421_0,MRSG_MAP,5,64.122,END,0.000
0_422_0,MRSG_MAP,6,64.140,END,0.000
0_464_0,MRSG_MAP,16,64.156,START,
0_423_0,MRSG_MAP,7,64.189,END,0.000
0_465_0,MRSG_MAP,17,64.220,START,
0_424_0,MRSG_MAP,8,64.252,END,0.000
0_466_0,MRSG_MAP,18,64.285,START,
0_425_0,MRSG_MAP,9,64.317,END,0.000
0_426_0,MRSG_MAP,10,64.335,END,0.000
0_467_0,MRSG_MAP,19,64.351,START,
0_427_0,MRSG_MAP,11,64.384,END,0.000
0_468_0,MRSG_MAP,20,64.415,START,
0_428_0,MRSG_MAP,12,64.447,END,0.000
0_469_0,MRSG_MAP,21,64.480,START,
0_429_0,MRSG_MAP,13,64.512,END,0.000
0_430_0,MRSG_MAP,14,64.530,END,0.000
0_470_0,MRSG_MAP,22,64.547,START,
0_431_0,MRSG_MAP,15,64.579,END,0.000
0_471_0,MRSG_MAP,23,64.610,START,
0_432_0,MRSG_MAP,16,64.646,END,0.000
0_472_0,MRSG_MAP,24,64.675,START,
0_433_0,MRSG_MAP,17,64.709,END,0.000
0_473_0,MRSG_MAP,25,64.740,START,
0_434_0,MRSG_MAP,18,64.774,END,0.000
0_474_0,MRSG_MAP,26,64.805,START,
0_435_0,MRSG_MAP,19,64.841,END,0.000
0_475_0,MRSG_MAP,27,64.870,START,
0_436_0,MRSG_MAP,20,64.904,END,0.000
0_476_0,MRSG_MAP,28,64.935,START,
0_437_0,MRSG_MAP,21,64.969,END,0.000
0_477_0,MRSG_MAP,29,65.000,START,
0_438_0,MRSG_MAP,22,65.036,END,0.000
0_478_0,MRSG_MAP,30,65.065,START,
0_439_0,MRSG_MAP,23,65.100,END,0.000
0_479_0,MRSG_MAP,31,65.130,START,
0_440_0,MRSG_MAP,24,65.165,END,0.000
0_441_0,MRSG_MAP,25,65.230,END,0.000
0_442_0,MRSG_MAP,26,65.295,END,0.000
0_443_0,MRSG_MAP,27,65.360,END,0.000
0_444_0,MRSG_MAP,28,65.425,END,0.000
0_445_0,MRSG_MAP,29,65.490,END,0.000
0_446_0,MRSG_MAP,30,65.555,END,0.000
0_447_0,MRSG_MAP,31,65.620,END,0.000
0_480_0,MRSG_MAP,0,66.374,START,
0_481_0,MRSG_MAP,1,66.423,START,
0_482_0,MRSG_MAP,2,66.472,START,
0_483_0,MRSG_MAP,3,66.520,START,
0_484_0,MRSG_MAP,4,66.569,START,
0_485_0,MRSG_MAP,5,66.618,START,
0_486_0,MRSG_MAP,6,66.667,START,
0_487_0,MRSG_MAP,7,66.716,START,
0_488_0,MRSG_MAP,8,66.764,START,
0_489_0,MRSG_MAP,9,66.813,START,
0_490_0,MRSG_MAP,10,66.862,START,
0_491_0,MRSG_MAP,11,66.911,START,
0_492_0,MRSG_MAP,12,66.959,START,
0_493_0,MRSG_MAP,13,67.008,START,
0_494_0,MRSG_MAP,14,67.057,START,
0_495_0,MRSG_MAP,15,67.106,START,
0_496_0,MRSG_MAP,16,67.173,START,
0_497_0,MRSG_MAP,17,67.236,START,
0_498_0,MRSG_MAP,18,67.301,START,
0_499_0,MRSG_MAP,19,67.368,START,
0_500_0,MRSG_MAP,20,67.431,START,
0_501_0,MRSG_MAP,21,67.496,START,
0_502_0,MRSG_MAP,22,67.563,START,
0_503_0,MRSG_MAP,23,67.626,START,
0_504_0,MRSG_MAP,24,67.691,START,
0_505_0,MRSG_MAP,25,67.756,START,
0_506_0,MRSG_MAP,26,67.821,START,
0_507_0,MRSG_MAP,27,67.886,START,
0_508_0,MRSG_MAP,28,67.952,START,
0_509_0,MRSG_MAP,29,68.017,START,
0_510_0,MRSG_MAP,30,68.082,START,
0_511_0,MRSG_MAP,31,68.147,START,
0_448_0,MRSG_MAP,0,69.894,END,0.000
0_449_0,MRSG_MAP,1,69.943,END,0.000
0_450_0,MRSG_MAP,2,69.992,END,0.000
0_451_0,MRSG_MAP,3,70.041,END,0.000
0_452_0,MRSG_MAP,4,70.090,END,0.000
0_453_0,MRSG_MAP,5,70.138,END,0.000
0_454_0,MRSG_MAP,6,70.173,END,0.000
0_455_0,MRSG_MAP,7,70.221,END,0.000
0_456_0,MRSG_MAP,8,70.270,END,0.000
0_457_0,MRSG_MAP,9,70.334,END,0.000
0_458_0,MRSG_MAP,10,70.368,END,0.000
0_459_0,MRSG_MAP,11,70.417,END,0.000
0_460_0,MRSG_MAP,12,70.465,END,0.000
0_461_0,MRSG_MAP,13,70.529,END,0.000
0_462_0,MRSG_MAP,14,70.563,END,0.000
0_463_0,MRSG_MAP,15,70.612,END,0.000
0_464_0,MRSG_MAP,16,70.678,END,0.000
0_465_0,MRSG_MAP,17,70.742,END,0.000
0_466_0,MRSG_MAP,18,70.807,END,0.000
0_467_0,MRSG_MAP,19,70.874,END,0.000
0_468_0,MRSG_MAP,20,70.937,END,0.000
0_469_0,MRSG_MAP,21,71.002,END,0.000
0_470_0,MRSG_MAP,22,71.069,END,0.000
0_471_0,MRSG_MAP,23,71.132,END,0.000
0_472_0,MRSG_MAP,24,71.197,END,0.000
0_473_0,MRSG_MAP,25,71.262,END,0.000
0_474_0,MRSG_MAP,26,71.327,END,0.000
0_475_0,MRSG_MAP,27,71.392,END,0.000
0_476_0,MRSG_MAP,28,71.457,END,0.000
0_477_0,MRSG_MAP,29,71.522,END,0.000
0_478_0,MRSG_MAP,30,71.587,END,0.000
0_479_0,MRSG_MAP,31,71.652,END,0.000
0_480_0,MRSG_MAP,0,72.911,END,0.000
0_481_0,MRSG_MAP,1,72.959,END,0.000
0_482_0,MRSG_MAP,2,73.008,END,0.000
0_483_0,MRSG_MAP,3,73.057,END,0.000
0_484_0,MRSG_MAP,4,73.106,END,0.000
0_485_0,MRSG_MAP,5,73.155,END,0.000
0_486_0,MRSG_MAP,6,73.189,END,0.000
0_487_0,MRSG_MAP,7,73.238,END,0.000
0_488_0,MRSG_MAP,8,73.286,END,0.000
0_489_0,MRSG_MAP,9,73.350,END,0.000
0_490_0,MRSG_MAP,10,73.384,END,0.000
0_491_0,MRSG_MAP,11,73.433,END,0.000
0_492_0,MRSG_MAP,12,73.482,END,0.000
0_493_0,MRSG_MAP,13,73.545,END,0.000
0_494_0,MRSG_MAP,14,73.579,END,0.000
0_495_0,MRSG_MAP,15,73.628,END,0.000
0_496_0,MRSG_MAP,16,73.695,END,0.000
0_497_0,MRSG_MAP,17,73.758,END,0.000
0_498_0,MRSG_MAP,18,73.823,END,0.000
0_499_0,MRSG_MAP,19,73.890,END,0.000
0_500_0,MRSG_MAP,20,73.953,END,0.000
0_501_0,MRSG_MAP,21,74.018,END,0.000
0_502_0,MRSG_MAP,22,74.085,END,0.000
0_503_0,MRSG_MAP,23,74.148,END,0.000
0_504_0,MRSG_MAP,24,74.213,END,0.000
0_505_0,MRSG_MAP,25,74.278,END,0.000
0_506_0,MRSG_MAP,26,74.343,END,0.000
0_507_0,MRSG_MAP,27,74.409,END,0.000
0_508_0,MRSG_MAP,28,74.474,END,0.000
0_509_0,MRSG_MAP,29,74.539,END,0.000
0_510_0,MRSG_MAP,30,74.604,END,0.000
0_511_0,MRSG_MAP,31,74.669,END,0.000
1_2_0,MRSG_REDUCE,2,130.854,END,78.914
1_12_0,MRSG_REDUCE,12,130.877,END,78.944
