task_id,mrsg_phase,worker_id,time,action,shuffle_end
0_242_0,MRSG_MAP,6,21.085,END,0.000
0_231_0,MRSG_MAP,7,21.087,START,
0_231_0,MRSG_MAP,7,21.090,END,0.000
0_232_0,MRSG_MAP,8,21.092,START,
0_232_0,MRSG_MAP,8,21.095,END,0.000
0_245_0,MRSG_MAP,9,21.098,START,
0_245_0,MRSG_MAP,9,21.100,END,0.000
0_246_0,MRSG_MAP,10,21.103,START,
0_246_0,MRSG_MAP,10,21.105,END,0.000
0_248_0,MRSG_MAP,12,21.108,START,
0_248_0,MRSG_MAP,12,21.111,END,0.000
0_249_0,MRSG_MAP,13,21.113,START,
0_249_0,MRSG_MAP,13,21.116,END,0.000
0_250_0,MRSG_MAP,14,21.118,START,
0_250_0,MRSG_MAP,14,21.121,END,0.000
0_239_0,MRSG_MAP,15,21.124,START,
0_239_0,MRSG_MAP,15,21.126,END,0.000
0_240_0,MRSG_MAP,16,21.129,START,
0_240_0,MRSG_MAP,16,21.131,END,0.000
0_253_0,MRSG_MAP,17,21.133,START,
0_253_0,MRSG_MAP,17,21.135,END,0.000
0_254_0,MRSG_MAP,18,21.138,START,
0_254_0,MRSG_MAP,18,21.141,END,0.000
0_243_0,MRSG_MAP,19,21.144,START,
0_243_0,MRSG_MAP,19,21.147,END,0.000
0_244_0,MRSG_MAP,20,21.148,START,
0_244_0,MRSG_MAP,20,21.151,END,0.000
0_257_0,MRSG_MAP,21,21.154,START,
0_257_0,MRSG_MAP,21,21.156,END,0.000
0_247_0,MRSG_MAP,23,21.157,START,
0_247_0,MRSG_MAP,23,21.160,END,0.000
0_260_0,MRSG_MAP,24,21.161,START,
0_260_0,MRSG_MAP,24,21.164,END,0.000
0_261_0,MRSG_MAP,25,21.167,START,
0_261_0,MRSG_MAP,25,21.169,END,0.000
0_256_0,MRSG_MAP,0,24.012,START,
0_256_0,MRSG_MAP,0,24.014,END,0.000
0_267_0,MRSG_MAP,11,24.017,START,
0_267_0,MRSG_MAP,11,24.020,END,0.000
0_258_0,MRSG_MAP,22,24.022,START,
0_258_0,MRSG_MAP,22,24.025,END,0.000
0_262_0,MRSG_MAP,26,24.027,START,
0_262_0,MRSG_MAP,26,24.030,END,0.000
0_251_0,MRSG_MAP,27,24.033,START,
0_251_0,MRSG_MAP,27,24.035,END,0.000
0_252_0,MRSG_MAP,28,24.036,START,
0_252_0,MRSG_MAP,28,24.039,END,0.000
0_265_0,MRSG_MAP,29,24.043,START,
0_265_0,MRSG_MAP,29,24.046,END,0.000
0_266_0,MRSG_MAP,30,24.047,START,
0_266_0,MRSG_MAP,30,24.049,END,0.000
0_255_0,MRSG_MAP,31,24.053,START,
0_255_0,MRSG_MAP,31,24.056,END,0.000
0_269_0,MRSG_MAP,1,24.057,START,
0_269_0,MRSG_MAP,1,24.060,END,0.000
0_270_0,MRSG_MAP,2,24.062,START,
0_270_0,MRSG_MAP,2,24.065,END,0.000
0_259_0,MRSG_MAP,3,24.068,START,
0_259_0,MRSG_MAP,3,24.070,END,0.000
0_272_0,MRSG_MAP,4,24.073,START,
0_272_0,MRSG_MAP,4,24.075,END,0.000
0_273_0,MRSG_MAP,5,24.078,START,
0_273_0,MRSG_MAP,5,24.081,END,0.000
0_274_0,MRSG_MAP,6,24.083,START,
0_274_0,MRSG_MAP,6,24.086,END,0.000
0_263_0,MRSG_MAP,7,24.088,START,
0_263_0,MRSG_MAP,7,24.091,END,0.000
0_264_0,MRSG_MAP,8,24.094,START,
0_264_0,MRSG_MAP,8,24.096,END,0.000
0_277_0,MRSG_MAP,9,24.099,START,
0_277_0,MRSG_MAP,9,24.101,END,0.000
0_278_0,MRSG_MAP,10,24.104,START,
0_278_0,MRSG_MAP,10,24.107,END,0.000
0_268_0,MRSG_MAP,12,24.109,START,
0_268_0,MRSG_MAP,12,24.112,END,0.000
0_281_0,MRSG_MAP,13,24.114,START,
0_281_0,MRSG_MAP,13,24.117,END,0.000
0_282_0,MRSG_MAP,14,24.120,START,
0_282_0,MRSG_MAP,14,24.122,END,0.000
0_271_0,MRSG_MAP,15,24.125,START,
0_271_0,MRSG_MAP,15,24.127,END,0.000
0_284_0,MRSG_MAP,16,24.130,START,
0_284_0,MRSG_MAP,16,24.133,END,0.000
0_285_0,MRSG_MAP,17,24.134,START,
0_285_0,MRSG_MAP,17,24.137,END,0.000
0_286_0,MRSG_MAP,18,24.139,START,
0_286_0,MRSG_MAP,18,24.142,END,0.000
0_275_0,MRSG_MAP,19,24.146,START,
0_275_0,MRSG_MAP,19,24.148,END,0.000
0_276_0,MRSG_MAP,20,24.150,START,
0_276_0,MRSG_MAP,20,24.152,END,0.000
0_289_0,MRSG_MAP,21,24.155,START,
0_289_0,MRSG_MAP,21,24.157,END,0.000
0_279_0,MRSG_MAP,23,24.159,START,
0_279_0,MRSG_MAP,23,24.161,END,0.000
0_280_0,MRSG_MAP,24,24.163,START,
0_280_0,MRSG_MAP,24,24.165,END,0.000
0_293_0,MRSG_MAP,25,24.168,START,
0_293_0,MRSG_MAP,25,24.170,END,0.000
0_288_0,MRSG_MAP,0,27.013,START,
0_288_0,MRSG_MAP,0,27.016,END,0.000
0_299_0,MRSG_MAP,11,27.018,START,
0_299_0,MRSG_MAP,11,27.021,END,0.000
0_290_0,MRSG_MAP,22,27.023,START,
0_290_0,MRSG_MAP,22,27.026,END,0.000
0_294_0,MRSG_MAP,26,27.029,START,
0_294_0,MRSG_MAP,26,27.031,END,0.000
0_283_0,MRSG_MAP,27,27.034,START,
0_283_0,MRSG_MAP,27,27.036,END,0.000
0_296_0,MRSG_MAP,28,27.038,START,
0_296_0,MRSG_MAP,28,27.040,END,0.000
0_297_0,MRSG_MAP,29,27.044,START,
0_297_0,MRSG_MAP,29,27.047,END,0.000
0_298_0,MRSG_MAP,30,27.048,START,
0_298_0,MRSG_MAP,30,27.051,END,0.000
0_287_0,MRSG_MAP,31,27.055,START,
0_287_0,MRSG_MAP,31,27.057,END,0.000
0_301_0,MRSG_MAP,1,27.059,START,
0_301_0,MRSG_MAP,1,27.061,END,0.000
0_302_0,MRSG_MAP,2,27.064,START,
0_302_0,MRSG_MAP,2,27.066,END,0.000
0_291_0,MRSG_MAP,3,27.069,START,
0_291_0,MRSG_MAP,3,27.072,END,0.000
0_292_0,MRSG_MAP,4,27.074,START,
0_292_0,MRSG_MAP,4,27.077,END,0.000
0_305_0,MRSG_MAP,5,27.079,START,
0_305_0,MRSG_MAP,5,27.082,END,0.000
0_306_0,MRSG_MAP,6,27.085,START,
0_306_0,MRSG_MAP,6,27.087,END,0.000
0_295_0,MRSG_MAP,7,27.090,START,
0_295_0,MRSG_MAP,7,27.092,END,0.000
0_308_0,MRSG_MAP,8,27.095,START,
0_308_0,MRSG_MAP,8,27.098,END,0.000
0_309_0,MRSG_MAP,9,27.100,START,
0_309_0,MRSG_MAP,9,27.103,END,0.000
0_310_0,MRSG_MAP,10,27.105,START,
0_310_0,MRSG_MAP,10,27.108,END,0.000
0_300_0,MRSG_MAP,12,27.111,START,
0_300_0,MRSG_MAP,12,27.113,END,0.000
0_313_0,MRSG_MAP,13,27.116,START,
0_313_0,MRSG_MAP,13,27.118,END,0.000
0_314_0,MRSG_MAP,14,27.121,START,
0_314_0,MRSG_MAP,14,27.124,END,0.000
0_303_0,MRSG_MAP,15,27.126,START,
0_303_0,MRSG_MAP,15,27.129,END,0.000
0_304_0,MRSG_MAP,16,27.131,START,
0_304_0,MRSG_MAP,16,27.134,END,0.000
0_317_0,MRSG_MAP,17,27.135,START,
0_317_0,MRSG_MAP,17,27.138,END,0.000
0_318_0,MRSG_MAP,18,27.141,START,
0_318_0,MRSG_MAP,18,27.143,END,0.000
0_307_0,MRSG_MAP,19,27.147,START,
0_307_0,MRSG_MAP,19,27.150,END,0.000
0_320_0,MRSG_MAP,20,27.151,START,
0_320_0,MRSG_MAP,20,27.154,END,0.000
0_321_0,MRSG_MAP,21,27.156,START,
0_321_0,MRSG_MAP,21,27.159,END,0.000
0_311_0,MRSG_MAP,23,27.160,START,
0_311_0,MRSG_MAP,23,27.163,END,0.000
0_312_0,MRSG_MAP,24,27.164,START,
0_312_0,MRSG_MAP,24,27.167,END,0.000
0_325_0,MRSG_MAP,25,27.169,START,
0_325_0,MRSG_MAP,25,27.172,END,0.000
0_332_0,MRSG_MAP,0,30.014,START,
0_332_0,MRSG_MAP,0,30.017,END,0.000
0_331_0,MRSG_MAP,11,30.020,START,
0_331_0,MRSG_MAP,11,30.022,END,0.000
0_322_0,MRSG_MAP,22,30.025,START,
0_322_0,MRSG_MAP,22,30.027,END,0.000
0_326_0,MRSG_MAP,26,30.030,START,
0_326_0,MRSG_MAP,26,30.033,END,0.000
0_315_0,MRSG_MAP,27,30.035,START,
0_315_0,MRSG_MAP,27,30.038,END,0.000
0_316_0,MRSG_MAP,28,30.039,START,
0_316_0,MRSG_MAP,28,30.042,END,0.000
0_329_0,MRSG_MAP,29,30.046,START,
0_329_0,MRSG_MAP,29,30.048,END,0.000
0_330_0,MRSG_MAP,30,30.049,START,
0_330_0,MRSG_MAP,30,30.052,END,0.000
0_319_0,MRSG_MAP,31,30.056,START,
0_319_0,MRSG_MAP,31,30.059,END,0.000
0_333_0,MRSG_MAP,1,30.060,START,
0_333_0,MRSG_MAP,1,30.062,END,0.000
0_334_0,MRSG_MAP,2,30.065,START,
0_334_0,MRSG_MAP,2,30.068,END,0.000
0_323_0,MRSG_MAP,3,30.070,START,
0_323_0,MRSG_MAP,3,30.073,END,0.000
0_324_0,MRSG_MAP,4,30.075,START,
0_324_0,MRSG_MAP,4,30.078,END,0.000
0_337_0,MRSG_MAP,5,30.081,START,
0_337_0,MRSG_MAP,5,30.083,END,0.000
0_338_0,MRSG_MAP,6,30.086,START,
0_338_0,MRSG_MAP,6,30.088,END,0.000
0_327_0,MRSG_MAP,7,30.091,START,
0_327_0,MRSG_MAP,7,30.094,END,0.000
0_328_0,MRSG_MAP,8,30.096,START,
0_328_0,MRSG_MAP,8,30.099,END,0.000
0_341_0,MRSG_MAP,9,30.101,START,
0_341_0,MRSG_MAP,9,30.104,END,0.000
0_342_0,MRSG_MAP,10,30.107,START,
0_342_0,MRSG_MAP,10,30.109,END,0.000
0_344_0,MRSG_MAP,12,30.112,START,
0_344_0,MRSG_MAP,12,30.114,END,0.000
0_345_0,MRSG_MAP,13,30.117,START,
0_345_0,MRSG_MAP,13,30.120,END,0.000
0_346_0,MRSG_MAP,14,30.122,START,
0_346_0,MRSG_MAP,14,30.125,END,0.000
0_335_0,MRSG_MAP,15,30.127,START,
0_335_0,MRSG_MAP,15,30.130,END,0.000
0_336_0,MRSG_MAP,16,30.133,START,
0_336_0,MRSG_MAP,16,30.135,END,0.000
0_349_0,MRSG_MAP,17,30.137,START,
0_349_0,MRSG_MAP,17,30.139,END,0.000
0_350_0,MRSG_MAP,18,30.142,START,
0_350_0,MRSG_MAP,18,30.144,END,0.000
0_339_0,MRSG_MAP,19,30.148,START,
0_339_0,MRSG_MAP,19,30.151,END,0.000
0_340_0,MRSG_MAP,20,30.152,START,
0_340_0,MRSG_MAP,20,30.155,END,0.000
0_353_0,MRSG_MAP,21,30.157,START,
0_353_0,MRSG_MAP,21,30.160,END,0.000
0_343_0,MRSG_MAP,23,30.161,START,
0_343_0,MRSG_MAP,23,30.164,END,0.000
0_356_0,MRSG_MAP,24,30.165,START,
0_356_0,MRSG_MAP,24,30.168,END,0.000
0_357_0,MRSG_MAP,25,30.170,START,
0_357_0,MRSG_MAP,25,30.173,END,0.000
0_352_0,MRSG_MAP,0,33.016,START,
0_352_0,MRSG_MAP,0,33.018,END,0.000
0_363_0,MRSG_MAP,11,33.021,START,
0_363_0,MRSG_MAP,11,33.023,END,0.000
0_354_0,MRSG_MAP,22,33.026,START,
0_354_0,MRSG_MAP,22,33.029,END,0.000
0_358_0,MRSG_MAP,26,33.031,START,
0_358_0,MRSG_MAP,26,33.034,END,0.000
0_347_0,MRSG_MAP,27,33.036,START,
0_347_0,MRSG_MAP,27,33.039,END,0.000
0_348_0,MRSG_MAP,28,33.040,START,
0_348_0,MRSG_MAP,28,33.043,END,0.000
0_361_0,MRSG_MAP,29,33.047,START,
0_361_0,MRSG_MAP,29,33.049,END,0.000
0_362_0,MRSG_MAP,30,33.051,START,
0_362_0,MRSG_MAP,30,33.053,END,0.000
0_351_0,MRSG_MAP,31,33.057,START,
0_351_0,MRSG_MAP,31,33.060,END,0.000
0_365_0,MRSG_MAP,1,33.061,START,
0_365_0,MRSG_MAP,1,33.064,END,0.000
0_366_0,MRSG_MAP,2,33.066,START,
0_366_0,MRSG_MAP,2,33.069,END,0.000
0_355_0,MRSG_MAP,3,33.072,START,
0_355_0,MRSG_MAP,3,33.074,END,0.000
0_368_0,MRSG_MAP,4,33.077,START,
0_368_0,MRSG_MAP,4,33.079,END,0.000
0_369_0,MRSG_MAP,5,33.082,START,
0_369_0,MRSG_MAP,5,33.085,END,0.000
0_370_0,MRSG_MAP,6,33.087,START,
0_370_0,MRSG_MAP,6,33.090,END,0.000
0_359_0,MRSG_MAP,7,33.092,START,
0_359_0,MRSG_MAP,7,33.095,END,0.000
0_360_0,MRSG_MAP,8,33.098,START,
0_360_0,MRSG_MAP,8,33.100,END,0.000
0_373_0,MRSG_MAP,9,33.103,START,
0_373_0,MRSG_MAP,9,33.105,END,0.000
0_374_0,MRSG_MAP,10,33.108,START,
0_374_0,MRSG_MAP,10,33.111,END,0.000
0_364_0,MRSG_MAP,12,33.113,START,
0_364_0,MRSG_MAP,12,33.116,END,0.000
0_377_0,MRSG_MAP,13,33.118,START,
0_377_0,MRSG_MAP,13,33.121,END,0.000
0_378_0,MRSG_MAP,14,33.124,START,
0_378_0,MRSG_MAP,14,33.126,END,0.000
0_367_0,MRSG_MAP,15,33.129,START,
0_367_0,MRSG_MAP,15,33.131,END,0.000
0_380_0,MRSG_MAP,16,33.134,START,
0_380_0,MRSG_MAP,16,33.137,END,0.000
0_381_0,MRSG_MAP,17,33.138,START,
0_381_0,MRSG_MAP,17,33.141,END,0.000
0_382_0,MRSG_MAP,18,33.143,START,
0_382_0,MRSG_MAP,18,33.146,END,0.000
0_371_0,MRSG_MAP,19,33.150,START,
0_371_0,MRSG_MAP,19,33.152,END,0.000
0_372_0,MRSG_MAP,20,33.154,START,
0_372_0,MRSG_MAP,20,33.156,END,0.000
0_385_0,MRSG_MAP,21,33.159,START,
0_385_0,MRSG_MAP,21,33.161,END,0.000
0_375_0,MRSG_MAP,23,33.163,START,
0_375_0,MRSG_MAP,23,33.165,END,0.000
0_376_0,MRSG_MAP,24,33.167,START,
0_376_0,MRSG_MAP,24,33.169,END,0.000
0_389_0,MRSG_MAP,25,33.172,START,
0_389_0,MRSG_MAP,25,33.174,END,0.000
0_384_0,MRSG_MAP,0,36.017,START,
0_384_0,MRSG_MAP,0,36.020,END,0.000
0_395_0,MRSG_MAP,11,36.022,START,
0_395_0,MRSG_MAP,11,36.025,END,0.000
0_386_0,MRSG_MAP,22,36.027,START,
0_386_0,MRSG_MAP,22,36.030,END,0.000
0_390_0,MRSG_MAP,26,36.033,START,
0_390_0,MRSG_MAP,26,36.035,END,0.000
0_379_0,MRSG_MAP,27,36.038,START,
0_379_0,MRSG_MAP,27,36.040,END,0.000
0_392_0,MRSG_MAP,28,36.042,START,
0_392_0,MRSG_MAP,28,36.044,END,0.000
0_393_0,MRSG_MAP,29,36.048,START,
0_393_0,MRSG_MAP,29,36.051,END,0.000
0_394_0,MRSG_MAP,30,36.052,START,
0_394_0,MRSG_MAP,30,36.055,END,0.000
0_383_0,MRSG_MAP,31,36.059,START,
0_383_0,MRSG_MAP,31,36.061,END,0.000
0_397_0,MRSG_MAP,1,36.062,START,
0_397_0,MRSG_MAP,1,36.065,END,0.000
0_398_0,MRSG_MAP,2,36.068,START,
0_398_0,MRSG_MAP,2,36.070,END,0.000
0_387_0,MRSG_MAP,3,36.073,START,
0_387_0,MRSG_MAP,3,36.075,END,0.000
0_388_0,MRSG_MAP,4,36.078,START,
0_388_0,MRSG_MAP,4,36.081,END,0.000
0_401_0,MRSG_MAP,5,36.083,START,
0_401_0,MRSG_MAP,5,36.086,END,0.000
0_402_0,MRSG_MAP,6,36.088,START,
0_402_0,MRSG_MAP,6,36.091,END,0.000
0_391_0,MRSG_MAP,7,36.094,START,
0_391_0,MRSG_MAP,7,36.096,END,0.000
0_404_0,MRSG_MAP,8,36.099,START,
0_404_0,MRSG_MAP,8,36.101,END,0.000
0_405_0,MRSG_MAP,9,36.104,START,
0_405_0,MRSG_MAP,9,36.107,END,0.000
0_406_0,MRSG_MAP,10,36.109,START,
0_406_0,MRSG_MAP,10,36.112,END,0.000
0_396_0,MRSG_MAP,12,36.114,START,
0_396_0,MRSG_MAP,12,36.117,END,0.000
0_409_0,MRSG_MAP,13,36.120,START,
0_409_0,MRSG_MAP,13,36.122,END,0.000
0_410_0,MRSG_MAP,14,36.125,START,
0_410_0,MRSG_MAP,14,36.127,END,0.000
0_399_0,MRSG_MAP,15,36.130,START,
0_399_0,MRSG_MAP,15,36.133,END,0.000
0_400_0,MRSG_MAP,16,36.135,START,
0_400_0,MRSG_MAP,16,36.138,END,0.000
0_413_0,MRSG_MAP,17,36.139,START,
0_413_0,MRSG_MAP,17,36.142,END,0.000
0_414_0,MRSG_MAP,18,36.144,START,
0_414_0,MRSG_MAP,18,36.147,END,0.000
0_403_0,MRSG_MAP,19,36.151,START,
0_403_0,MRSG_MAP,19,36.154,END,0.000
0_416_0,MRSG_MAP,20,36.155,START,
0_416_0,MRSG_MAP,20,36.157,END,0.000
0_417_0,MRSG_MAP,21,36.160,START,
0_417_0,MRSG_MAP,21,36.163,END,0.000
0_407_0,MRSG_MAP,23,36.164,START,
0_407_0,MRSG_MAP,23,36.167,END,0.000
0_408_0,MRSG_MAP,24,36.168,START,
0_408_0,MRSG_MAP,24,36.170,END,0.000
0_421_0,MRSG_MAP,25,36.173,START,
0_421_0,MRSG_MAP,25,36.176,END,0.000
0_428_0,MRSG_MAP,0,39.018,START,
0_428_0,MRSG_MAP,0,39.021,END,0.000
0_427_0,MRSG_MAP,11,39.023,START,
0_427_0,MRSG_MAP,11,39.026,END,0.000
0_418_0,MRSG_MAP,22,39.029,START,
0_418_0,MRSG_MAP,22,39.031,END,0.000
0_422_0,MRSG_MAP,26,39.034,START,
0_422_0,MRSG_MAP,26,39.036,END,0.000
0_411_0,MRSG_MAP,27,39.039,START,
0_411_0,MRSG_MAP,27,39.042,END,0.000
0_412_0,MRSG_MAP,28,39.043,START,
0_412_0,MRSG_MAP,28,39.046,END,0.000
0_425_0,MRSG_MAP,29,39.049,START,
0_425_0,MRSG_MAP,29,39.052,END,0.000
0_426_0,MRSG_MAP,30,39.053,START,
0_426_0,MRSG_MAP,30,39.056,END,0.000
0_415_0,MRSG_MAP,31,39.060,START,
0_415_0,MRSG_MAP,31,39.062,END,0.000
0_429_0,MRSG_MAP,1,39.064,START,
0_429_0,MRSG_MAP,1,39.066,END,0.000
0_430_0,MRSG_MAP,2,39.069,START,
0_430_0,MRSG_MAP,2,39.072,END,0.000
0_419_0,MRSG_MAP,3,39.074,START,
0_419_0,MRSG_MAP,3,39.077,END,0.000
0_420_0,MRSG_MAP,4,39.079,START,
0_420_0,MRSG_MAP,4,39.082,END,0.000
0_433_0,MRSG_MAP,5,39.085,START,
0_433_0,MRSG_MAP,5,39.087,END,0.000
0_434_0,MRSG_MAP,6,39.090,START,
0_434_0,MRSG_MAP,6,39.092,END,0.000
0_423_0,MRSG_MAP,7,39.095,START,
0_423_0,MRSG_MAP,7,39.098,END,0.000
0_424_0,MRSG_MAP,8,39.100,START,
0_424_0,MRSG_MAP,8,39.103,END,0.000
0_437_0,MRSG_MAP,9,39.105,START,
0_437_0,MRSG_MAP,9,39.108,END,0.000
0_438_0,MRSG_MAP,10,39.111,START,
0_438_0,MRSG_MAP,10,39.113,END,0.000
0_440_0,MRSG_MAP,12,39.116,START,
0_440_0,MRSG_MAP,12,39.118,END,0.000
0_441_0,MRSG_MAP,13,39.121,START,
0_441_0,MRSG_MAP,13,39.124,END,0.000
0_442_0,MRSG_MAP,14,39.126,START,
0_442_0,MRSG_MAP,14,39.129,END,0.000
0_431_0,MRSG_MAP,15,39.131,START,
0_431_0,MRSG_MAP,15,39.134,END,0.000
0_432_0,MRSG_MAP,16,39.137,START,
0_432_0,MRSG_MAP,16,39.139,END,0.000
0_445_0,MRSG_MAP,17,39.141,START,
0_445_0,MRSG_MAP,17,39.143,END,0.000
0_446_0,MRSG_MAP,18,39.146,START,
0_446_0,MRSG_MAP,18,39.148,END,0.000
0_435_0,MRSG_MAP,19,39.152,START,
0_435_0,MRSG_MAP,19,39.155,END,0.000
0_436_0,MRSG_MAP,20,39.156,START,
0_436_0,MRSG_MAP,20,39.159,END,0.000
0_449_0,MRSG_MAP,21,39.161,START,
0_449_0,MRSG_MAP,21,39.164,END,0.000
0_439_0,MRSG_MAP,23,39.165,START,
0_439_0,MRSG_MAP,23,39.168,END,0.000
0_452_0,MRSG_MAP,24,39.169,START,
0_452_0,MRSG_MAP,24,39.172,END,0.000
0_453_0,MRSG_MAP,25,39.174,START,
0_453_0,MRSG_MAP,25,39.177,END,0.000
0_448_0,MRSG_MAP,0,42.020,START,
0_448_0,MRSG_MAP,0,42.022,END,0.000
0_459_0,MRSG_MAP,11,42.025,START,
0_459_0,MRSG_MAP,11,42.027,END,0.000
0_450_0,MRSG_MAP,22,42.030,START,
0_450_0,MRSG_MAP,22,42.033,END,0.000
0_454_0,MRSG_MAP,26,42.035,START,
0_454_0,MRSG_MAP,26,42.038,END,0.000
0_443_0,MRSG_MAP,27,42.040,START,
0_443_0,MRSG_MAP,27,42.043,END,0.000
0_444_0,MRSG_MAP,28,42.044,START,
0_444_0,MRSG_MAP,28,42.047,END,0.000
0_457_0,MRSG_MAP,29,42.051,START,
0_457_0,MRSG_MAP,29,42.053,END,0.000
0_458_0,MRSG_MAP,30,42.055,START,
0_458_0,MRSG_MAP,30,42.057,END,0.000
0_447_0,MRSG_MAP,31,42.061,START,
0_447_0,MRSG_MAP,31,42.064,END,0.000
0_461_0,MRSG_MAP,1,42.065,START,
0_461_0,MRSG_MAP,1,42.068,END,0.000
0_462_0,MRSG_MAP,2,42.070,START,
0_462_0,MRSG_MAP,2,42.073,END,0.000
0_451_0,MRSG_MAP,3,42.075,START,
0_451_0,MRSG_MAP,3,42.078,END,0.000
0_464_0,MRSG_MAP,4,42.081,START,
0_464_0,MRSG_MAP,4,42.083,END,0.000
0_465_0,MRSG_MAP,5,42.086,START,
0_465_0,MRSG_MAP,5,42.088,END,0.000
0_466_0,MRSG_MAP,6,42.091,START,
0_466_0,MRSG_MAP,6,42.094,END,0.000
0_455_0,MRSG_MAP,7,42.096,START,
0_455_0,MRSG_MAP,7,42.099,END,0.000
0_456_0,MRSG_MAP,8,42.101,START,
0_456_0,MRSG_MAP,8,42.104,END,0.000
0_469_0,MRSG_MAP,9,42.107,START,
0_469_0,MRSG_MAP,9,42.109,END,0.000
0_470_0,MRSG_MAP,10,42.112,START,
0_470_0,MRSG_MAP,10,42.114,END,0.000
0_460_0,MRSG_MAP,12,42.117,START,
0_460_0,MRSG_MAP,12,42.120,END,0.000
0_473_0,MRSG_MAP,13,42.122,START,
0_473_0,MRSG_MAP,13,42.125,END,0.000
0_474_0,MRSG_MAP,14,42.127,START,
0_474_0,MRSG_MAP,14,42.130,END,0.000
0_463_0,MRSG_MAP,15,42.133,START,
0_463_0,MRSG_MAP,15,42.135,END,0.000
0_476_0,MRSG_MAP,16,42.138,START,
0_476_0,MRSG_MAP,16,42.141,END,0.000
0_477_0,MRSG_MAP,17,42.142,START,
0_477_0,MRSG_MAP,17,42.144,END,0.000
0_478_0,MRSG_MAP,18,42.147,START,
0_478_0,MRSG_MAP,18,42.150,END,0.000
0_467_0,MRSG_MAP,19,42.154,START,
0_467_0,MRSG_MAP,19,42.156,END,0.000
0_468_0,MRSG_MAP,20,42.157,START,
0_468_0,MRSG_MAP,20,42.160,END,0.000
0_481_0,MRSG_MAP,21,42.163,START,
0_481_0,MRSG_MAP,21,42.165,END,0.000
0_471_0,MRSG_MAP,23,42.167,START,
0_471_0,MRSG_MAP,23,42.169,END,0.000
0_472_0,MRSG_MAP,24,42.170,START,
0_472_0,MRSG_MAP,24,42.173,END,0.000
0_485_0,MRSG_MAP,25,42.176,START,
0_485_0,MRSG_MAP,25,42.178,END,0.000
0_480_0,MRSG_MAP,0,45.021,START,
0_480_0,MRSG_MAP,0,45.023,END,0.000
0_491_0,MRSG_MAP,11,45.026,START,
0_491_0,MRSG_MAP,11,45.029,END,0.000
0_482_0,MRSG_MAP,22,45.031,START,
0_482_0,MRSG_MAP,22,45.034,END,0.000
0_486_0,MRSG_MAP,26,45.036,START,
0_486_0,MRSG_MAP,26,45.039,END,0.000
0_475_0,MRSG_MAP,27,45.042,START,
0_475_0,MRSG_MAP,27,45.044,END,0.000
0_488_0,MRSG_MAP,28,45.046,START,
0_488_0,MRSG_MAP,28,45.048,END,0.000
0_489_0,MRSG_MAP,29,45.052,START,
0_489_0,MRSG_MAP,29,45.055,END,0.000
0_490_0,MRSG_MAP,30,45.056,START,
0_490_0,MRSG_MAP,30,45.059,END,0.000
0_479_0,MRSG_MAP,31,45.062,START,
0_479_0,MRSG_MAP,31,45.065,END,0.000
0_493_0,MRSG_MAP,1,45.066,START,
0_493_0,MRSG_MAP,1,45.069,END,0.000
0_494_0,MRSG_MAP,2,45.072,START,
0_494_0,MRSG_MAP,2,45.074,END,0.000
0_483_0,MRSG_MAP,3,45.077,START,
0_483_0,MRSG_MAP,3,45.079,END,0.000
0_484_0,MRSG_MAP,4,45.082,START,
0_484_0,MRSG_MAP,4,45.085,END,0.000
0_497_0,MRSG_MAP,5,45.087,START,
0_497_0,MRSG_MAP,5,45.090,END,0.000
0_498_0,MRSG_MAP,6,45.092,START,
0_498_0,MRSG_MAP,6,45.095,END,0.000
0_487_0,MRSG_MAP,7,45.098,START,
0_487_0,MRSG_MAP,7,45.100,END,0.000
0_500_0,MRSG_MAP,8,45.103,START,
0_500_0,MRSG_MAP,8,45.105,END,0.000
0_501_0,MRSG_MAP,9,45.108,START,
0_501_0,MRSG_MAP,9,45.111,END,0.000
0_502_0,MRSG_MAP,10,45.113,START,
0_502_0,MRSG_MAP,10,45.116,END,0.000
0_492_0,MRSG_MAP,12,45.118,START,
0_492_0,MRSG_MAP,12,45.121,END,0.000
0_505_0,MRSG_MAP,13,45.124,START,
0_505_0,MRSG_MAP,13,45.126,END,0.000
0_506_0,MRSG_MAP,14,45.129,START,
0_506_0,MRSG_MAP,14,45.131,END,0.000
0_495_0,MRSG_MAP,15,45.134,START,
0_495_0,MRSG_MAP,15,45.137,END,0.000
0_496_0,MRSG_MAP,16,45.139,START,
0_496_0,MRSG_MAP,16,45.142,END,0.000
0_509_0,MRSG_MAP,17,45.143,START,
0_509_0,MRSG_MAP,17,45.146,END,0.000
0_510_0,MRSG_MAP,18,45.148,START,
0_510_0,MRSG_MAP,18,45.151,END,0.000
0_499_0,MRSG_MAP,19,45.155,START,
0_499_0,MRSG_MAP,19,45.157,END,0.000
0_512_0,MRSG_MAP,20,45.159,START,
0_512_0,MRSG_MAP,20,45.161,END,0.000
0_513_0,MRSG_MAP,21,45.164,START,
0_513_0,MRSG_MAP,21,45.167,END,0.000
0_503_0,MRSG_MAP,23,45.168,START,
0_503_0,MRSG_MAP,23,45.170,END,0.000
0_504_0,MRSG_MAP,24,45.172,START,
0_504_0,MRSG_MAP,24,45.174,END,0.000
0_517_0,MRSG_MAP,25,45.177,START,
0_517_0,MRSG_MAP,25,45.180,END,0.000
