task_id,mrsg_phase,worker_id,time,action,shuffle_end
0_220_0,MRSG_MAP,28,21.133,END,0.000
0_260_0,MRSG_MAP,24,21.134,START,
0_233_0,MRSG_MAP,29,21.136,END,0.000
0_261_0,MRSG_MAP,25,21.138,START,
0_234_0,MRSG_MAP,30,21.141,END,0.000
0_223_0,MRSG_MAP,31,21.144,END,0.000
0_237_0,MRSG_MAP,1,21.148,END,0.000
0_238_0,MRSG_MAP,2,21.152,END,0.000
0_227_0,MRSG_MAP,3,21.156,END,0.000
0_228_0,MRSG_MAP,4,21.160,END,0.000
0_241_0,MRSG_MAP,5,21.164,END,0.000
0_242_0,MRSG_MAP,6,21.168,END,0.000
0_231_0,MRSG_MAP,7,21.172,END,0.000
0_232_0,MRSG_MAP,8,21.175,END,0.000
0_245_0,MRSG_MAP,9,21.179,END,0.000
0_246_0,MRSG_MAP,10,21.183,END,0.000
0_248_0,MRSG_MAP,12,21.187,END,0.000
0_249_0,MRSG_MAP,13,21.191,END,0.000
0_250_0,MRSG_MAP,14,21.195,END,0.000
0_239_0,MRSG_MAP,15,21.199,END,0.000
0_240_0,MRSG_MAP,16,21.203,END,0.000
0_253_0,MRSG_MAP,17,21.207,END,0.000
0_254_0,MRSG_MAP,18,21.211,END,0.000
0_243_0,MRSG_MAP,19,21.214,END,0.000
0_244_0,MRSG_MAP,20,21.221,END,0.000
0_257_0,MRSG_MAP,21,21.225,END,0.000
0_247_0,MRSG_MAP,23,21.230,END,0.000
0_260_0,MRSG_MAP,24,21.236,END,0.000
0_261_0,MRSG_MAP,25,21.241,END,0.000
0_256_0,MRSG_MAP,0,24.012,START,
0_267_0,MRSG_MAP,11,24.016,START,
0_258_0,MRSG_MAP,22,24.020,START,
0_262_0,MRSG_MAP,26,24.023,START,
0_251_0,MRSG_MAP,27,24.027,START,
0_252_0,MRSG_MAP,28,24.031,START,
0_265_0,MRSG_MAP,29,24.035,START,
0_266_0,MRSG_MAP,30,24.039,START,
0_255_0,MRSG_MAP,31,24.043,START,
0_269_0,MRSG_MAP,1,24.047,START,
0_270_0,MRSG_MAP,2,24.051,START,
0_259_0,MRSG_MAP,3,24.055,START,
0_272_0,MRSG_MAP,4,24.059,START,
0_273_0,MRSG_MAP,5,24.062,START,
0_274_0,MRSG_MAP,6,24.066,START,
0_263_0,MRSG_MAP,7,24.070,START,
0_264_0,MRSG_MAP,8,24.074,START,
0_277_0,MRSG_MAP,9,24.078,START,
0_278_0,MRSG_MAP,10,24.082,START,
0_268_0,MRSG_MAP,12,24.086,START,
0_281_0,MRSG_MAP,13,24.090,START,
0_282_0,MRSG_MAP,14,24.094,START,
0_271_0,MRSG_MAP,15,24.098,START,
0_284_0,MRSG_MAP,16,24.101,START,
0_285_0,MRSG_MAP,17,24.105,START,
0_286_0,MRSG_MAP,18,24.109,START,
0_275_0,MRSG_MAP,19,24.113,START,
0_256_0,MRSG_MAP,0,24.116,END,0.000
0_267_0,MRSG_MAP,11,24.118,END,0.000
0_276_0,MRSG_MAP,20,24.120,START,
0_258_0,MRSG_MAP,22,24.122,END,0.000
0_289_0,MRSG_MAP,21,24.124,START,
0_262_0,MRSG_MAP,26,24.126,END,0.000
0_279_0,MRSG_MAP,23,24.129,START,
0_251_0,MRSG_MAP,27,24.131,END,0.000
0_252_0,MRSG_MAP,28,24.134,END,0.000
0_280_0,MRSG_MAP,24,24.135,START,
0_265_0,MRSG_MAP,29,24.138,END,0.000
0_293_0,MRSG_MAP,25,24.139,START,
0_266_0,MRSG_MAP,30,24.142,END,0.000
0_255_0,MRSG_MAP,31,24.146,END,0.000
0_269_0,MRSG_MAP,1,24.149,END,0.000
0_270_0,MRSG_MAP,2,24.153,END,0.000
0_259_0,MRSG_MAP,3,24.157,END,0.000
0_272_0,MRSG_MAP,4,24.161,END,0.000
0_273_0,MRSG_MAP,5,24.165,END,0.000
0_274_0,MRSG_MAP,6,24.169,END,0.000
0_263_0,MRSG_MAP,7,24.173,END,0.000
0_264_0,MRSG_MAP,8,24.177,END,0.000
0_277_0,MRSG_MAP,9,24.181,END,0.000
0_278_0,MRSG_MAP,10,24.185,END,0.000
0_268_0,MRSG_MAP,12,24.188,END,0.000
0_281_0,MRSG_MAP,13,24.192,END,0.000
0_282_0,MRSG_MAP,14,24.196,END,0.000
0_271_0,MRSG_MAP,15,24.200,END,0.000
0_284_0,MRSG_MAP,16,24.204,END,0.000
0_285_0,MRSG_MAP,17,24.208,END,0.000
0_286_0,MRSG_MAP,18,24.212,END,0.000
0_275_0,MRSG_MAP,19,24.216,END,0.000
0_276_0,MRSG_MAP,20,24.222,END,0.000
0_289_0,MRSG_MAP,21,24.226,END,0.000
0_279_0,MRSG_MAP,23,24.231,END,0.000
0_280_0,MRSG_MAP,24,24.238,END,0.000
0_293_0,MRSG_MAP,25,24.242,END,0.000
0_288_0,MRSG_MAP,0,27.013,START,
0_299_0,MRSG_MAP,11,27.017,START,
0_290_0,MRSG_MAP,22,27.021,START,
0_294_0,MRSG_MAP,26,27.025,START,
0_283_0,MRSG_MAP,27,27.029,START,
0_296_0,MRSG_MAP,28,27.033,START,
0_297_0,MRSG_MAP,29,27.036,START,
0_298_0,MRSG_MAP,30,27.040,START,
0_287_0,MRSG_MAP,31,27.044,START,
0_301_0,MRSG_MAP,1,27.048,START,
0_302_0,MRSG_MAP,2,27.052,START,
0_291_0,MRSG_MAP,3,27.056,START,
0_292_0,MRSG_MAP,4,27.060,START,
0_305_0,MRSG_MAP,5,27.064,START,
0_306_0,MRSG_MAP,6,27.068,START,
0_295_0,MRSG_MAP,7,27.072,START,
0_308_0,MRSG_MAP,8,27.075,START,
0_309_0,MRSG_MAP,9,27.079,START,
0_310_0,MRSG_MAP,10,27.083,START,
0_300_0,MRSG_MAP,12,27.087,START,
0_313_0,MRSG_MAP,13,27.091,START,
0_314_0,MRSG_MAP,14,27.095,START,
0_303_0,MRSG_MAP,15,27.099,START,
0_304_0,MRSG_MAP,16,27.103,START,
0_317_0,MRSG_MAP,17,27.107,START,
0_318_0,MRSG_MAP,18,27.111,START,
0_307_0,MRSG_MAP,19,27.114,START,
0_288_0,MRSG_MAP,0,27.117,END,0.000
0_299_0,MRSG_MAP,11,27.120,END,0.000
0_320_0,MRSG_MAP,20,27.121,START,
0_290_0,MRSG_MAP,22,27.123,END,0.000
0_321_0,MRSG_MAP,21,27.125,START,
0_294_0,MRSG_MAP,26,27.127,END,0.000
0_311_0,MRSG_MAP,23,27.130,START,
0_283_0,MRSG_MAP,27,27.133,END,0.000
0_296_0,MRSG_MAP,28,27.135,END,0.000
0_312_0,MRSG_MAP,24,27.136,START,
0_297_0,MRSG_MAP,29,27.139,END,0.000
0_325_0,MRSG_MAP,25,27.141,START,
0_298_0,MRSG_MAP,30,27.143,END,0.000
0_287_0,MRSG_MAP,31,27.147,END,0.000
0_301_0,MRSG_MAP,1,27.151,END,0.000
0_302_0,MRSG_MAP,2,27.155,END,0.000
0_291_0,MRSG_MAP,3,27.159,END,0.000
0_292_0,MRSG_MAP,4,27.162,END,0.000
0_305_0,MRSG_MAP,5,27.166,END,0.000
0_306_0,MRSG_MAP,6,27.170,END,0.000
0_295_0,MRSG_MAP,7,27.174,END,0.000
0_308_0,MRSG_MAP,8,27.178,END,0.000
0_309_0,MRSG_MAP,9,27.182,END,0.000
0_310_0,MRSG_MAP,10,27.186,END,0.000
0_300_0,MRSG_MAP,12,27.190,END,0.000
0_313_0,MRSG_MAP,13,27.194,END,0.000
0_314_0,MRSG_MAP,14,27.198,END,0.000
0_303_0,MRSG_MAP,15,27.201,END,0.000
0_304_0,MRSG_MAP,16,27.205,END,0.000
0_317_0,MRSG_MAP,17,27.209,END,0.000
0_318_0,MRSG_MAP,18,27.213,END,0.000
0_307_0,MRSG_MAP,19,27.217,END,0.000
0_320_0,MRSG_MAP,20,27.223,END,0.000
0_321_0,MRSG_MAP,21,27.227,END,0.000
0_311_0,MRSG_MAP,23,27.233,END,0.000
0_312_0,MRSG_MAP,24,27.239,END,0.000
0_325_0,MRSG_MAP,25,27.243,END,0.000
0_332_0,MRSG_MAP,0,30.014,START,
0_331_0,MRSG_MAP,11,30.018,START,
0_322_0,MRSG_MAP,22,30.022,START,
0_326_0,MRSG_MAP,26,30.026,START,
0_315_0,MRSG_MAP,27,30.030,START,
0_316_0,MRSG_MAP,28,30.034,START,
0_329_0,MRSG_MAP,29,30.038,START,
0_330_0,MRSG_MAP,30,30.042,START,
0_319_0,MRSG_MAP,31,30.046,START,
0_333_0,MRSG_MAP,1,30.049,START,
0_334_0,MRSG_MAP,2,30.053,START,
0_323_0,MRSG_MAP,3,30.057,START,
0_324_0,MRSG_MAP,4,30.061,START,
0_337_0,MRSG_MAP,5,30.065,START,
0_338_0,MRSG_MAP,6,30.069,START,
0_327_0,MRSG_MAP,7,30.073,START,
0_328_0,MRSG_MAP,8,30.077,START,
0_341_0,MRSG_MAP,9,30.081,START,
0_342_0,MRSG_MAP,10,30.085,START,
0_344_0,MRSG_MAP,12,30.088,START,
0_345_0,MRSG_MAP,13,30.092,START,
0_346_0,MRSG_MAP,14,30.096,START,
0_335_0,MRSG_MAP,15,30.100,START,
0_336_0,MRSG_MAP,16,30.104,START,
0_349_0,MRSG_MAP,17,30.108,START,
0_350_0,MRSG_MAP,18,30.112,START,
0_339_0,MRSG_MAP,19,30.116,START,
0_332_0,MRSG_MAP,0,30.118,END,0.000
0_331_0,MRSG_MAP,11,30.121,END,0.000
0_340_0,MRSG_MAP,20,30.122,START,
0_322_0,MRSG_MAP,22,30.125,END,0.000
0_353_0,MRSG_MAP,21,30.126,START,
0_326_0,MRSG_MAP,26,30.129,END,0.000
0_343_0,MRSG_MAP,23,30.131,START,
0_315_0,MRSG_MAP,27,30.134,END,0.000
0_316_0,MRSG_MAP,28,30.136,END,0.000
0_356_0,MRSG_MAP,24,30.138,START,
0_329_0,MRSG_MAP,29,30.140,END,0.000
0_357_0,MRSG_MAP,25,30.142,START,
0_330_0,MRSG_MAP,30,30.144,END,0.000
0_319_0,MRSG_MAP,31,30.148,END,0.000
0_333_0,MRSG_MAP,1,30.152,END,0.000
0_334_0,MRSG_MAP,2,30.156,END,0.000
0_323_0,MRSG_MAP,3,30.160,END,0.000
0_324_0,MRSG_MAP,4,30.164,END,0.000
0_337_0,MRSG_MAP,5,30.168,END,0.000
0_338_0,MRSG_MAP,6,30.172,END,0.000
0_327_0,MRSG_MAP,7,30.175,END,0.000
0_328_0,MRSG_MAP,8,30.179,END,0.000
0_341_0,MRSG_MAP,9,30.183,END,0.000
0_342_0,MRSG_MAP,10,30.187,END,0.000
0_344_0,MRSG_MAP,12,30.191,END,0.000
0_345_0,MRSG_MAP,13,30.195,END,0.000
0_346_0,MRSG_MAP,14,30.199,END,0.000
0_335_0,MRSG_MAP,15,30.203,END,0.000
0_336_0,MRSG_MAP,16,30.207,END,0.000
0_349_0,MRSG_MAP,17,30.211,END,0.000
0_350_0,MRSG_MAP,18,30.214,END,0.000
0_339_0,MRSG_MAP,19,30.218,END,0.000
0_340_0,MRSG_MAP,20,30.225,END,0.000
0_353_0,MRSG_MAP,21,30.229,END,0.000
0_343_0,MRSG_MAP,23,30.234,END,0.000
0_356_0,MRSG_MAP,24,30.240,END,0.000
0_357_0,MRSG_MAP,25,30.244,END,0.000
0_352_0,MRSG_MAP,0,33.016,START,
0_363_0,MRSG_MAP,11,33.020,START,
0_354_0,MRSG_MAP,22,33.023,START,
0_358_0,MRSG_MAP,26,33.027,START,
0_347_0,MRSG_MAP,27,33.031,START,
0_348_0,MRSG_MAP,28,33.035,START,
0_361_0,MRSG_MAP,29,33.039,START,
0_362_0,MRSG_MAP,30,33.043,START,
0_351_0,MRSG_MAP,31,33.047,START,
0_365_0,MRSG_MAP,1,33.051,START,
0_366_0,MRSG_MAP,2,33.055,START,
0_355_0,MRSG_MAP,3,33.059,START,
0_368_0,MRSG_MAP,4,33.062,START,
0_369_0,MRSG_MAP,5,33.066,START,
0_370_0,MRSG_MAP,6,33.070,START,
0_359_0,MRSG_MAP,7,33.074,START,
0_360_0,MRSG_MAP,8,33.078,START,
0_373_0,MRSG_MAP,9,33.082,START,
0_374_0,MRSG_MAP,10,33.086,START,
0_364_0,MRSG_MAP,12,33.090,START,
0_377_0,MRSG_MAP,13,33.094,START,
0_378_0,MRSG_MAP,14,33.098,START,
0_367_0,MRSG_MAP,15,33.101,START,
0_380_0,MRSG_MAP,16,33.105,START,
0_381_0,MRSG_MAP,17,33.109,START,
0_382_0,MRSG_MAP,18,33.113,START,
0_371_0,MRSG_MAP,19,33.117,START,
0_352_0,MRSG_MAP,0,33.120,END,0.000
0_363_0,MRSG_MAP,11,33.122,END,0.000
0_372_0,MRSG_MAP,20,33.123,START,
0_354_0,MRSG_MAP,22,33.126,END,0.000
0_385_0,MRSG_MAP,21,33.127,START,
0_358_0,MRSG_MAP,26,33.130,END,0.000
0_375_0,MRSG_MAP,23,33.133,START,
0_347_0,MRSG_MAP,27,33.135,END,0.000
0_348_0,MRSG_MAP,28,33.138,END,0.000
0_376_0,MRSG_MAP,24,33.139,START,
0_361_0,MRSG_MAP,29,33.142,END,0.000
0_389_0,MRSG_MAP,25,33.143,START,
0_362_0,MRSG_MAP,30,33.146,END,0.000
0_351_0,MRSG_MAP,31,33.149,END,0.000
0_365_0,MRSG_MAP,1,33.153,END,0.000
0_366_0,MRSG_MAP,2,33.157,END,0.000
0_355_0,MRSG_MAP,3,33.161,END,0.000
0_368_0,MRSG_MAP,4,33.165,END,0.000
0_369_0,MRSG_MAP,5,33.169,END,0.000
0_370_0,MRSG_MAP,6,33.173,END,0.000
0_359_0,MRSG_MAP,7,33.177,END,0.000
0_360_0,MRSG_MAP,8,33.181,END,0.000
0_373_0,MRSG_MAP,9,33.185,END,0.000
0_374_0,MRSG_MAP,10,33.188,END,0.000
0_364_0,MRSG_MAP,12,33.192,END,0.000
0_377_0,MRSG_MAP,13,33.196,END,0.000
0_378_0,MRSG_MAP,14,33.200,END,0.000
0_367_0,MRSG_MAP,15,33.204,END,0.000
0_380_0,MRSG_MAP,16,33.208,END,0.000
0_381_0,MRSG_MAP,17,33.212,END,0.000
0_382_0,MRSG_MAP,18,33.216,END,0.000
0_371_0,MRSG_MAP,19,33.220,END,0.000
0_372_0,MRSG_MAP,20,33.226,END,0.000
0_385_0,MRSG_MAP,21,33.230,END,0.000
0_375_0,MRSG_MAP,23,33.235,END,0.000
0_376_0,MRSG_MAP,24,33.242,END,0.000
0_389_0,MRSG_MAP,25,33.246,END,0.000
0_384_0,MRSG_MAP,0,36.017,START,
0_395_0,MRSG_MAP,11,36.021,START,
0_386_0,MRSG_MAP,22,36.025,START,
0_390_0,MRSG_MAP,26,36.029,START,
0_379_0,MRSG_MAP,27,36.033,START,
0_392_0,MRSG_MAP,28,36.036,START,
0_393_0,MRSG_MAP,29,36.040,START,
0_394_0,MRSG_MAP,30,36.044,START,
0_383_0,MRSG_MAP,31,36.048,START,
0_397_0,MRSG_MAP,1,36.052,START,
0_398_0,MRSG_MAP,2,36.056,START,
0_387_0,MRSG_MAP,3,36.060,START,
0_388_0,MRSG_MAP,4,36.064,START,
0_401_0,MRSG_MAP,5,36.068,START,
0_402_0,MRSG_MAP,6,36.072,START,
0_391_0,MRSG_MAP,7,36.075,START,
0_404_0,MRSG_MAP,8,36.079,START,
0_405_0,MRSG_MAP,9,36.083,START,
0_406_0,MRSG_MAP,10,36.087,START,
0_396_0,MRSG_MAP,12,36.091,START,
0_409_0,MRSG_MAP,13,36.095,START,
0_410_0,MRSG_MAP,14,36.099,START,
0_399_0,MRSG_MAP,15,36.103,START,
0_400_0,MRSG_MAP,16,36.107,START,
0_413_0,MRSG_MAP,17,36.111,START,
0_414_0,MRSG_MAP,18,36.114,START,
0_403_0,MRSG_MAP,19,36.118,START,
0_384_0,MRSG_MAP,0,36.121,END,0.000
0_395_0,MRSG_MAP,11,36.123,END,0.000
0_416_0,MRSG_MAP,20,36.125,START,
0_386_0,MRSG_MAP,22,36.127,END,0.000
0_417_0,MRSG_MAP,21,36.129,START,
0_390_0,MRSG_MAP,26,36.131,END,0.000
0_407_0,MRSG_MAP,23,36.134,START,
0_379_0,MRSG_MAP,27,36.137,END,0.000
0_392_0,MRSG_MAP,28,36.139,END,0.000
0_408_0,MRSG_MAP,24,36.140,START,
0_393_0,MRSG_MAP,29,36.143,END,0.000
0_421_0,MRSG_MAP,25,36.144,START,
0_394_0,MRSG_MAP,30,36.147,END,0.000
0_383_0,MRSG_MAP,31,36.151,END,0.000
0_397_0,MRSG_MAP,1,36.155,END,0.000
0_398_0,MRSG_MAP,2,36.159,END,0.000
0_387_0,MRSG_MAP,3,36.162,END,0.000
0_388_0,MRSG_MAP,4,36.166,END,0.000
0_401_0,MRSG_MAP,5,36.170,END,0.000
0_402_0,MRSG_MAP,6,36.174,END,0.000
0_391_0,MRSG_MAP,7,36.178,END,0.000
0_404_0,MRSG_MAP,8,36.182,END,0.000
0_405_0,MRSG_MAP,9,36.186,END,0.000
0_406_0,MRSG_MAP,10,36.190,END,0.000
0_396_0,MRSG_MAP,12,36.194,END,0.000
0_409_0,MRSG_MAP,13,36.198,END,0.000
0_410_0,MRSG_MAP,14,36.201,END,0.000
0_399_0,MRSG_MAP,15,36.205,END,0.000
0_400_0,MRSG_MAP,16,36.209,END,0.000
0_413_0,MRSG_MAP,17,36.213,END,0.000
0_414_0,MRSG_MAP,18,36.217,END,0.000
0_403_0,MRSG_MAP,19,36.221,END,0.000
0_416_0,MRSG_MAP,20,36.227,END,0.000
0_417_0,MRSG_MAP,21,36.231,END,0.000
0_407_0,MRSG_MAP,23,36.237,END,0.000
0_408_0,MRSG_MAP,24,36.243,END,0.000
0_421_0,MRSG_MAP,25,36.247,END,0.000
0_428_0,MRSG_MAP,0,39.018,START,
0_427_0,MRSG_MAP,11,39.022,START,
0_418_0,MRSG_MAP,22,39.026,START,
0_422_0,MRSG_MAP,26,39.030,START,
0_411_0,MRSG_MAP,27,39.034,START,
0_412_0,MRSG_MAP,28,39.038,START,
0_425_0,MRSG_MAP,29,39.042,START,
0_426_0,MRSG_MAP,30,39.046,START,
0_415_0,MRSG_MAP,31,39.049,START,
0_429_0,MRSG_MAP,1,39.053,START,
0_430_0,MRSG_MAP,2,39.057,START,
0_419_0,MRSG_MAP,3,39.061,START,
0_420_0,MRSG_MAP,4,39.065,START,
0_433_0,MRSG_MAP,5,39.069,START,
0_434_0,MRSG_MAP,6,39.073,START,
0_423_0,MRSG_MAP,7,39.077,START,
0_424_0,MRSG_MAP,8,39.081,START,
0_437_0,MRSG_MAP,9,39.085,START,
0_438_0,MRSG_MAP,10,39.088,START,
0_440_0,MRSG_MAP,12,39.092,START,
0_441_0,MRSG_MAP,13,39.096,START,
0_442_0,MRSG_MAP,14,39.100,START,
0_431_0,MRSG_MAP,15,39.104,START,
0_432_0,MRSG_MAP,16,39.108,START,
0_445_0,MRSG_MAP,17,39.112,START,
0_446_0,MRSG_MAP,18,39.116,START,
0_435_0,MRSG_MAP,19,39.120,START,
0_428_0,MRSG_MAP,0,39.122,END,0.000
0_427_0,MRSG_MAP,11,39.125,END,0.000
0_436_0,MRSG_MAP,20,39.126,START,
0_418_0,MRSG_MAP,22,39.129,END,0.000
0_449_0,MRSG_MAP,21,39.130,START,
0_422_0,MRSG_MAP,26,39.133,END,0.000
0_439_0,MRSG_MAP,23,39.135,START,
0_411_0,MRSG_MAP,27,39.138,END,0.000
0_412_0,MRSG_MAP,28,39.140,END,0.000
0_452_0,MRSG_MAP,24,39.142,START,
0_425_0,MRSG_MAP,29,39.144,END,0.000
0_453_0,MRSG_MAP,25,39.146,START,
0_426_0,MRSG_MAP,30,39.148,END,0.000
0_415_0,MRSG_MAP,31,39.152,END,0.000
0_429_0,MRSG_MAP,1,39.156,END,0.000
0_430_0,MRSG_MAP,2,39.160,END,0.000
0_419_0,MRSG_MAP,3,39.164,END,0.000
0_420_0,MRSG_MAP,4,39.168,END,0.000
0_433_0,MRSG_MAP,5,39.172,END,0.000
0_434_0,MRSG_MAP,6,39.175,END,0.000
0_423_0,MRSG_MAP,7,39.179,END,0.000
0_424_0,MRSG_MAP,8,39.183,END,0.000
0_437_0,MRSG_MAP,9,39.187,END,0.000
0_438_0,MRSG_MAP,10,39.191,END,0.000
0_440_0,MRSG_MAP,12,39.195,END,0.000
0_441_0,MRSG_MAP,13,39.199,END,0.000
0_442_0,MRSG_MAP,14,39.203,END,0.000
0_431_0,MRSG_MAP,15,39.207,END,0.000
0_432_0,MRSG_MAP,16,39.211,END,0.000
0_445_0,MRSG_MAP,17,39.214,END,0.000
0_446_0,MRSG_MAP,18,39.218,END,0.000
0_435_0,MRSG_MAP,19,39.222,END,0.000
0_436_0,MRSG_MAP,20,39.229,END,0.000
0_449_0,MRSG_MAP,21,39.233,END,0.000
0_439_0,MRSG_MAP,23,39.238,END,0.000
0_452_0,MRSG_MAP,24,39.244,END,0.000
0_453_0,MRSG_MAP,25,39.248,END,0.000
0_448_0,MRSG_MAP,0,42.020,START,
0_459_0,MRSG_MAP,11,42.023,START,
0_450_0,MRSG_MAP,22,42.027,START,
0_454_0,MRSG_MAP,26,42.031,START,
0_443_0,MRSG_MAP,27,42.035,START,
0_444_0,MRSG_MAP,28,42.039,START,
0_457_0,MRSG_MAP,29,42.043,START,
0_458_0,MRSG_MAP,30,42.047,START,
0_447_0,MRSG_MAP,31,42.051,START,
0_461_0,MRSG_MAP,1,42.055,START,
0_462_0,MRSG_MAP,2,42.059,START,
0_451_0,MRSG_MAP,3,42.062,START,
0_464_0,MRSG_MAP,4,42.066,START,
0_465_0,MRSG_MAP,5,42.070,START,
0_466_0,MRSG_MAP,6,42.074,START,
0_455_0,MRSG_MAP,7,42.078,START,
0_456_0,MRSG_MAP,8,42.082,START,
0_469_0,MRSG_MAP,9,42.086,START,
0_470_0,MRSG_MAP,10,42.090,START,
0_460_0,MRSG_MAP,12,42.094,START,
0_473_0,MRSG_MAP,13,42.098,START,
0_474_0,MRSG_MAP,14,42.101,START,
0_463_0,MRSG_MAP,15,42.105,START,
0_476_0,MRSG_MAP,16,42.109,START,
0_477_0,MRSG_MAP,17,42.113,START,
0_478_0,MRSG_MAP,18,42.117,START,
0_467_0,MRSG_MAP,19,42.121,START,
0_448_0,MRSG_MAP,0,42.124,END,0.000
0_459_0,MRSG_MAP,11,42.126,END,0.000
0_468_0,MRSG_MAP,20,42.127,START,
0_450_0,MRSG_MAP,22,42.130,END,0.000
0_481_0,MRSG_MAP,21,42.131,START,
0_454_0,MRSG_MAP,26,42.134,END,0.000
0_471_0,MRSG_MAP,23,42.137,START,
0_443_0,MRSG_MAP,27,42.139,END,0.000
0_444_0,MRSG_MAP,28,42.142,END,0.000
0_472_0,MRSG_MAP,24,42.143,START,
0_457_0,MRSG_MAP,29,42.146,END,0.000
0_485_0,MRSG_MAP,25,42.147,START,
0_458_0,MRSG_MAP,30,42.150,END,0.000
0_447_0,MRSG_MAP,31,42.153,END,0.000
0_461_0,MRSG_MAP,1,42.157,END,0.000
0_462_0,MRSG_MAP,2,42.161,END,0.000
0_451_0,MRSG_MAP,3,42.165,END,0.000
0_464_0,MRSG_MAP,4,42.169,END,0.000
0_465_0,MRSG_MAP,5,42.173,END,0.000
0_466_0,MRSG_MAP,6,42.177,END,0.000
0_455_0,MRSG_MAP,7,42.181,END,0.000
0_456_0,MRSG_MAP,8,42.185,END,0.000
0_469_0,MRSG_MAP,9,42.188,END,0.000
0_470_0,MRSG_MAP,10,42.192,END,0.000
0_460_0,MRSG_MAP,12,42.196,END,0.000
0_473_0,MRSG_MAP,13,42.200,END,0.000
0_474_0,MRSG_MAP,14,42.204,END,0.000
0_463_0,MRSG_MAP,15,42.208,END,0.000
0_476_0,MRSG_MAP,16,42.212,END,0.000
0_477_0,MRSG_MAP,17,42.216,END,0.000
0_478_0,MRSG_MAP,18,42.220,END,0.000
0_467_0,MRSG_MAP,19,42.224,END,0.000
0_468_0,MRSG_MAP,20,42.230,END,0.000
0_481_0,MRSG_MAP,21,42.234,END,0.000
0_471_0,MRSG_MAP,23,42.239,END,0.000
0_472_0,MRSG_MAP,24,42.246,END,0.000
0_485_0,MRSG_MAP,25,42.250,END,0.000
0_480_0,MRSG_MAP,0,45.021,START,
0_491_0,MRSG_MAP,11,45.025,START,
0_482_0,MRSG_MAP,22,45.029,START,
0_486_0,MRSG_MAP,26,45.033,START,
0_475_0,MRSG_MAP,27,45.036,START,
0_488_0,MRSG_MAP,28,45.040,START,
0_489_0,MRSG_MAP,29,45.044,START,
0_490_0,MRSG_MAP,30,45.048,START,
0_479_0,MRSG_MAP,31,45.052,START,
0_493_0,MRSG_MAP,1,45.056,START,
0_494_0,MRSG_MAP,2,45.060,START,
0_483_0,MRSG_MAP,3,45.064,START,
0_484_0,MRSG_MAP,4,45.068,START,
0_497_0,MRSG_MAP,5,45.072,START,
0_498_0,MRSG_MAP,6,45.075,START,
0_487_0,MRSG_MAP,7,45.079,START,
0_500_0,MRSG_MAP,8,45.083,START,
0_501_0,MRSG_MAP,9,45.087,START,
0_502_0,MRSG_MAP,10,45.091,START,
0_492_0,MRSG_MAP,12,45.095,START,
0_505_0,MRSG_MAP,13,45.099,START,
0_506_0,MRSG_MAP,14,45.103,START,
0_495_0,MRSG_MAP,15,45.107,START,
0_496_0,MRSG_MAP,16,45.111,START,
0_509_0,MRSG_MAP,17,45.114,START,
0_510_0,MRSG_MAP,18,45.118,START,
0_499_0,MRSG_MAP,19,45.122,START,
0_480_0,MRSG_MAP,0,45.125,END,0.000
0_491_0,MRSG_MAP,11,45.127,END,0.000
0_512_0,MRSG_MAP,20,45.129,START,
0_482_0,MRSG_MAP,22,45.131,END,0.000
0_513_0,MRSG_MAP,21,45.133,START,
0_486_0,MRSG_MAP,26,45.135,END,0.000
0_503_0,MRSG_MAP,23,45.138,START,
0_475_0,MRSG_MAP,27,45.141,END,0.000
0_488_0,MRSG_MAP,28,45.143,END,0.000
0_504_0,MRSG_MAP,24,45.144,START,
0_489_0,MRSG_MAP,29,45.147,END,0.000
0_517_0,MRSG_MAP,25,45.148,START,
0_490_0,MRSG_MAP,30,45.151,END,0.000
0_479_0,MRSG_MAP,31,45.155,END,0.000
0_493_0,MRSG_MAP,1,45.159,END,0.000
0_494_0,MRSG_MAP,2,45.162,END,0.000
0_483_0,MRSG_MAP,3,45.166,END,0.000
0_484_0,MRSG_MAP,4,45.170,END,0.000
0_497_0,MRSG_MAP,5,45.174,END,0.000
0_498_0,MRSG_MAP,6,45.178,END,0.000
0_487_0,MRSG_MAP,7,45.182,END,0.000
0_500_0,MRSG_MAP,8,45.186,END,0.000
0_501_0,MRSG_MAP,9,45.190,END,0.000
0_502_0,MRSG_MAP,10,45.194,END,0.000
0_492_0,MRSG_MAP,12,45.198,END,0.000
0_505_0,MRSG_MAP,13,45.201,END,0.000
0_506_0,MRSG_MAP,14,45.205,END,0.000
0_495_0,MRSG_MAP,15,45.209,END,0.000
0_496_0,MRSG_MAP,16,45.213,END,0.000
0_509_0,MRSG_MAP,17,45.217,END,0.000
0_510_0,MRSG_MAP,18,45.221,END,0.000
0_499_0,MRSG_MAP,19,45.225,END,0.000
0_512_0,MRSG_MAP,20,45.231,END,0.000
0_513_0,MRSG_MAP,21,45.235,END,0.000
0_503_0,MRSG_MAP,23,45.241,END,0.000
0_504_0,MRSG_MAP,24,45.247,END,0.000
0_517_0,MRSG_MAP,25,45.251,END,0.000
0_524_0,MRSG_MAP,0,48.022,START,
0_523_0,MRSG_MAP,11,48.026,START,
0_514_0,MRSG_MAP,22,48.030,START,
0_518_0,MRSG_MAP,26,48.034,START,
0_507_0,MRSG_MAP,27,48.038,START,
